,Event ID,Recalling Firm,Substance Name,Product Description,Ingestion Route,Reason,Classification,Quantity,Voluntary/Mandated,Distribution,Initial Notification Method,Recall Begins,Recall End,Status,City,State,Postal Code,Country
263,88862,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy",['na'],"TRI-TEST 200 (CY50%-EN37.5%-PR12.5%) INJ #1 200MG/ML INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",na,Lack of Assurance of Sterility,Class II,4 vials,Voluntary: Firm initiated,"United States including Washington, D.C. and Puerto Rico",Telephone,10/12/2021,10/4/2023,Terminated,San Antonio,TX,78247-3347,United States
264,71371,The Compounding Pharmacy of America,['na'],"Hydromorphone 50 mg/ml + Fentanyl 3,000 mcg/ml + Bupivacaine 20 mg/ml Intrathecal Solution, Sterile-Preservative Free, The Compounding Pharmacy of America, Knoxville, TN",na,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility,Class II,23 ml,Voluntary: Firm initiated,Nationwide,Telephone,6/2/2015,2/10/2016,Terminated,Knoxville,TN,37919-4068,United States
265,92253,"Central Admixture Pharmacy Services, Inc.",['na'],"Cardioplegia Solution, Maintenance 4:1 Plasma-Lyte/Tromethamine, low potassium, packaged in 1000 mL per bag, Rx only, Central Admixture Pharmacy Services, Inc., Lehigh Valley, 6580 Snowdrift Road, Allentown, PA  18106, NDC 71285-0112-1.",na,Lack of Assurance of Sterility,Class II,476 bags,Voluntary: Firm initiated,Nationwide in the USA.,E-Mail,4/28/2023,,Ongoing,Allentown,PA,18106-9331,United States
266,89152,Dental Alliance Holdings LLC,['na'],"CTx7 Kit, contains one tube CariFree CTx4 Gel 5000, 1.1% Neutral Sodium Fluoride Mint, 2 oz (57 g) Rx only NDC: 61578-205-01 Manufactured by Oral BioTech Albany, Oregon 97321 and one bottle of CariFree CTx3 Rinse, Mint Anticavity Rinse, 16 fl oz. bottle.",na,Sub-Potent Drug,Class III,3 single tubes of lot 192107 and 3 single tubes of 192108,Voluntary: Firm initiated,Distributed nationwide with the United States,Letter,12/3/2021,8/11/2022,Terminated,Albany,OR,97321-3074,United States
267,73960,"Pharmakon Pharmaceuticals, Inc.",['na'],"Oxytocin 10 Units added to Lactated Ringers in a 500 mL lntravia bag, Rx Only, Compounded by PHARMAKON Pharmaceuticals, Noblesville, IN 46060, NDC 45183-0764-03",na,Lack of Assurance of Sterility,Class II,72,Voluntary: Firm initiated,"Nationwide        VA/DOD: CA, KY, MD, NC, OK, TX, VA",Press Release,4/20/2016,1/11/2018,Terminated,Noblesville,IN,46060-3303,United States
268,79472,"Dr. Reddy's Laboratories, Inc.",['CLOCORTOLONE PIVALATE'],"Clocortolone Pivalate Cream, 0.1%, 90-gram tube, Rx only, Distributed by: Dr. Reddy's Laboratories, Inc. Princeton, NJ 08540, Manufactured by: DPT,  Laboratories Ltd. San Antonio, TX 78215, NDC 43598-341-90",TOPICAL,Failed Stability Specifications,Class III,"4,152 tubes",Voluntary: Firm initiated,Product was distributed Nationwide in the USA.,Letter,3/8/2018,4/29/2019,Terminated,Princeton,NJ,08540-6623,United States
269,80343,Gaia Ethnobotanical LLC,['na'],"Gaia Kratom (mitragyna speciosa) powder, Red Kapuas Hulu , 1oz, 250g, 1kg packages, Gaia Ethnobotanical.com",na,Microbial Contamination of Non-Sterile Product; FDA analysis found  salmonella Contamination,Class I,unknown,Voluntary: Firm initiated,Nationwide.,Press Release,6/20/2018,1/26/2022,Terminated,Henderson,NV,89052-3107,United States
270,83074,RXQ Compounding LLC,['na'],"GLUTATHIONE 200MG/ML (MDV) INJECTION SOLN, 30 ML per vial, RXQ Compounding, 340 West State Street, Unit 9, Athens, OH 45701. NDC: 70731-0906-30",na,Lack of Assurance of Sterility,Class II,,Voluntary: Firm initiated,Nationwide USA,Press Release,6/19/2019,9/16/2022,Terminated,Athens,OH,45701-1564,United States
271,71535,the Compounder,['na'],"BIEST TD 80/20  (Estradiol (E2) Trit (Yellow)/Estriol USP Micronized (E3) : PROG (Progesterone USP Micronized) : DHEA (Dehydroepiandrosterone Micronized) IN VERSABASE W/V (weight/volume) 2.5 : 25 :1.25MG/ML Transdermal cream, dispensed in 10 mL prefilled, amber syringes, Rx only, The Compounder, 340 Marshall Avenue Unit 100, Aurora, IL 60506.",na,Recalled products were made using an active ingredient that was recalled by a supplier due to penicillin Cross Contamination.,Class II,66 (10mL) syringes,Voluntary: Firm initiated,Nationwide,Telephone,3/10/2015,5/19/2016,Terminated,Aurora,IL,60506-5649,United States
272,80601,King Bio Inc.,['na'],"NET Remedies #12 (Pink Label) Homeopathic Preparation, Oral Liquid, 57 mL, Manufacturer: King Bio Inc. U.S.A., Supplier: NET (Australia) Pty LTD 428 Hume Street, Toowoomba QLD 4350, Australia",na,Microbial Contamination,Class I,997 bottles,Voluntary: Firm initiated,"U.S.A. Nationwide, Canada, and Australia.",Press Release,7/20/2018,1/19/2022,Terminated,Asheville,NC,28806-2846,United States
273,89646,Mckesson Medical-Surgical Inc. Corporate Office,['CEFAZOLIN SODIUM'],"Cefazolin for injection USP, and Dextrose Injection, USP, 2 g, 50 mL duplex container, Rx only, MFG: B. Braun Medical Inc., NDC 0264-3105-11",INTRAVENOUS,CGMP Deviations,Class II,39 cases,Voluntary: Firm initiated,USA nationwide.,Letter,4/13/2022,11/30/2023,Terminated,Richmond,VA,23233,United States
274,83397,Wise Pharmacy,['na'],"Papaverine/Phentolamine/Alprostadil 30 mg/2 mg/30 mcg/mL Injectable, 2.5 mL Vial, Rx only, Compounded by Wise Pharmacy, Littleton, CO 80123.",na,Lack of Processing Controls,Class II,97 vials,Voluntary: Firm initiated,"CO, TX, WY",Letter,7/22/2019,2/3/2020,Terminated,Littleton,CO,80123-3095,United States
275,79619,Partell Specialty Pharmacy,['na'],"TM #4 (ALP 20/PAPAV/PHENT 2), 3 mL amber vial, Rx only, Partell Specialty Pharmacy, 5835 S. Eastern Ave. #101, Las Vegas, NV 89119 (702) 791-3800",na,Lack of Assurance of Sterility,Class II,,Voluntary: Firm initiated,NV only,Letter,3/22/2018,1/15/2019,Terminated,Las Vegas,NV,89119-3031,United States
276,87828,Scentsational Soaps & Candles Inc,['na'],"Goose Creek Hand Sanitizer aloe Watermelon Lemonade, Anti-Bacterial Spray, 3.38 FL. OZ. (100 mL), Goose Creek www.GooseCreekCandle.com, 1498 S. Wallace Wilkinson Blvd., Liberty, KY 42539, UPC 814630 02423 3",na,Chemical Contamination,Class I,"1,296 bottles",Voluntary: Firm initiated,USA Nationwide,Press Release,4/27/2021,12/2/2022,Terminated,Venice,FL,34292-1726,United States
277,89450,CARDINAL HEALTHCARE,['RIVASTIGMINE'],"RIVASTIGMINE TRANSDERMAL SYSTEM, Delivers 4.6 mg/24 hours, 30 systems per box, Rx Only, Distributed by: Alvogen, Inc., Morristown, NJ 07960.  NDC 47781-304-03",TRANSDERMAL,CGMP Deviations,Class II,1 unit,Voluntary: Firm initiated,Nationwide USA,Letter,1/26/2022,,Completed,Dublin,OH,43017-1094,United States
278,79967,Ideaz Llc,['na'],"screamin' hot (capsaicin) Pain Relieving Gel, 0.03%, packaged in a) 2 OZ (57g) tubes, UPC 7 50263 80072 4; b) 5 oz. (141g) tubes, UPC 7 50263 80007 6; and c) 16 oz. (454g) bottles, UPC 7 50263 80076 2; MFD FOR: Toast Products, 400 Sproul Street, Pittsburgh, PA 15136; NDC 52099-8005.",na,CGMP Deviations,Class II,820.125 pounds,Voluntary: Firm initiated,Nationwide in the U.S.A.,Letter,5/16/2018,11/6/2018,Terminated,Mc Kees Rocks,PA,15136-2811,United States
279,66015,Novartis Pharmaceuticals Corp.,['na'],"Exforge HCT (amlodipine, valsartan, hydrochlorothiazide) 5/160/25 mg, Rx only, 7 tablets per bottle, Physician Sample - Not For Sale. Manufactured by: Novartis Pharma Stein AG Stein, Switzerland.  Distributed by: Novartis Pharmaceuticals Corp. East Hanover, New Jersey 07936, NDC # 0078-9560-89",na,Chemical Contamination,Class II,"174,848 bottles",Voluntary: Firm initiated,Nationwide and Puerto Rico,Letter,8/8/2013,12/21/2015,Terminated,Suffern,NY,10901-4106,United States
280,81810,"Promise Pharmacy, LLC",['na'],"Glycyrrhizic Acid, 8mg/mL Injection, 10ml vial, Rx Only, Promise Pharmacy Compounding Specialists 31818 US Hwy 19N, Palm Harbor, FL 34684",na,Lack of Assurance of Sterility.,Class II,2 10ml vials,Voluntary: Firm initiated,Nationwide in the USA.,Letter,12/17/2018,3/30/2021,Terminated,Palm Harbor,FL,34684-3713,United States
281,91958,Teva Pharmaceuticals USA Inc,['na'],"Montelukast Sodium Oral Granules USP, 4 mg, packaged in a carton containing 30 packets, Rx only, Distributed By: Teva Pharmaceuticals USA, Inc., Parsippany, NJ 07054, Carton NDC 0093-7487-56, Packet NDC 0093-7487-19",na,Failed Impurities/Degradation Specifications,Class III,"3,772 cartons",Voluntary: Firm initiated,USA Nationwide,Letter,3/27/2023,8/23/2023,Terminated,Parsippany,NJ,07054-1120,United States
282,71535,the Compounder,['na'],"BIEST TD 91/9 (Estriol USP Micronized (E3)/Estradiol (E2) Trit (Yellow)) : PROGESTERONE W/V (weight/volume) PLO (Pluronic F127 20% or Polox 20% gel) 3.3 MG/ML : 40  MG/ML Transdermal cream, dispensed in 10 mL prefilled, amber syringes, Rx only, The Compounder, 340 Marshall Avenue Unit 100, Aurora, IL 60506.",na,Recalled products were made using an active ingredient that was recalled by a supplier due to penicillin Cross Contamination.,Class II,10 (10mL) syringes,Voluntary: Firm initiated,Nationwide,Telephone,3/10/2015,5/19/2016,Terminated,Aurora,IL,60506-5649,United States
283,69152,"Martin Avenue Pharmacy, Inc.",['na'],"Phentolamine mesylate 5 mg/35 mg/mannitol trituration packaged in a white jar, Martin Avenue Pharmacy, 1247 Rickert Dr, Naperville, IL.",na,Lack of Assurance of Sterility,Class II,135.9261 gm,Voluntary: Firm initiated,Nationwide,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",8/27/2014,5/31/2018,Terminated,Naperville,IL,60540-1008,United States
284,72233,Bedford Pharmacy,['na'],"P-P-P (COBAL) 30-1-5/mL, Injection,Bedford Pharmacy, 209 Route 101, Bedford, NH 03110, (603) 472-3919",na,Lack of Assurance of Sterility,Class II,1 vial,Voluntary: Firm initiated,"NH, MA",Letter,9/22/2015,6/8/2016,Terminated,Bedford,NH,03110-5440,United States
285,70452,Attix Pharmaceuticals,['na'],"Methotrexate Sodium active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",na,Penicillin Cross Contamination,Class II,25 grams,Voluntary: Firm initiated,Nationwide to compounding pharmacies and research organizations.,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",11/14/2014,10/7/2015,Terminated,Toronto,,,Canada
286,65479,"Main Street Family Pharmacy, LLC",['na'],"Medroxyprogesterone 150mg w/lid, 1ml Main Street Compounding Pharmacy, 126 East Main Street, Newbern, TN 38059, 888-658-6200",na,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,Class II,4 units,Voluntary: Firm initiated,"nationwide, specifically:  AK, AL, AZ, CA, CO, CT, DC, FL, GA, HI, IL, IN, KS, KY, LA, MA, MD, MN, MO, MS, NC,   NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI, and WV",Telephone,5/28/2013,4/22/2014,Terminated,Newbern,TN,38059,United States
287,81011,"BioLyte Laboratories, LLC",['na'],"NeoRelief for Muscle Cramping & Restlessness Homeopathic Topical Gel, packaged in a) 4 ml sample packs and b) Net Wt. 2.0 oz (56.7g) bottles, BioLyte Laboratories - Grand Rapids, MI 49534, NDC 58368-002-02",na,CGMP Deviations,Class II,a) 500 sample packs; b) 672 bottles,Voluntary: Firm initiated,Nationwide in the USA,Telephone,8/31/2018,8/31/2020,Terminated,Grand Rapids,MI,49534,United States
288,83789,"KRS Global Biotechnology, Inc",['na'],"GLYCOpyrrolate (PF) 0.6 mg/3 mL (0.2 mg/mL) in 3 mL Single Dose Syringe, Rx Only, KRS Global Biotechnology 791 Park of Commerce Blvd, Boca Raton, FL 33487. NDC3321678316",na,Lack of Assurance of Sterility,Class II,10630 syringes,Voluntary: Firm initiated,Nationwide,Press Release,9/12/2019,8/19/2021,Terminated,Boca Raton,FL,33487-3633,United States
289,84188,Avantor Performance Materials Inc,['na'],"Potassium Phosphate, Monobasic, Crystal, NF, Multi-Compendial, Bulk Pharmaceutical Chemical, packaged in a) 500G glass bottles, product number 3248-01, NDC 10106-3248-1; b) 2.5KG glass bottles, product number 3248-05, NDC 10106-3248-2; c) 12KG pails, product number 3248-07, NDC 10106-3248-3; d) 1KT bottles and drums, product number 3248-X2; e) 1KT bottles and drums, product number 3248-X3; f) 12KG pails, product number 7390-19; Avantor Performance Materials, LLC, 100 Matsonford, Road, Suite 200, Radnor, PA 19087.",na,Failed Stability Specifications,Class II,a) 36 bottles; b) 85 bottles; c) 43 pails; d) 28 bottles and drums; e) 100 bottles and drums; f) 4 pails,Voluntary: Firm initiated,"Nationwide in the USA, Canada, India, and Singapore",E-Mail,10/30/2019,7/16/2023,Terminated,Paris,KY,40361-2147,United States
290,74057,"Pharmedium Services, LLC",['na'],"2 mcg/mL Fentanyl Citrate and 0.125% Bupivacaine HCl (Preservative Free) in 0.9% Sodium Chloride;    Service Code	2H8125	,	NDC	61553-125-52	,	100 ml in 100 ml Hospira LifeCare Bag 	;  Service Code	2H8204	,	NDC	61553-204-54	,	200 ml in 250 ml Hospira LifeCare Bag 	;  Service Code	2H8205	,	NDC	61553-205-50	,	250 ml in 250 ml Hospira LifeCare Bag 	;  Service Code	2K8104	,	NDC	61553-104-03	,	500 ml in 500 ml Baxter Intravia Bag 	;  Service Code	2K8124	,	NDC	61553-124-48	,	100 ml in 150 ml Baxter Intravia Bag 	;  Service Code	2K8204	,	NDC	61553-204-37	,	200 ml in 250 ml Baxter Intravia Bag 	;  Service Code	2K8205	,	NDC	61553-205-02	,	250 ml in 250 ml Baxter Intravia Bag 	;  Service Code	2K8443	,	NDC	61553-443-47	,	150 ml in 150 ml Baxter Intravia Bag 	;  Service Code	2K8491	,	NDC	61553-491-30	,	125 ml in 150 ml Baxter Intravia Bag 	;  Service Code	2K9491	,	NDC	61553-491-96	,	100 ml in 150 ml Baxter Intravia Bag 	;  Service Code	2K9802	,	NDC	61553-802-96	,	100 ml in 150 ml Baxter Intravia Bag 	;  Service Code	4J8205	,	NDC	61553-205-97	,	250 ml in 250 ml Baxter Intravia Bag 	;    Rx Only,  Compounded by PharMEDium Services, LLC, Memphis, TN 36141",na,Presence of Particulate Matter,Class II,"97,716 bags",Voluntary: Firm initiated,Nationwide,E-Mail,5/5/2016,3/6/2018,Terminated,Lake Forest,IL,60045-2506,United States
291,90204,Olympia Compounding Pharmacy dba Olympia Pharmacy,['na'],"Sodium Bicarbonate 8.4% MDV Injection, Multi-Dose 30 mL vial, Rx Only,  Olympia Pharmaceuticals, 6700 Conroy Rd., Ste. 155 Orlando, FL 32835, NDC 73198-0101-30",na,Lack of Assurance of Sterility.,Class II,1466 vials,Voluntary: Firm initiated,"Distributed Nationwide in th USA, Puerto Rico and US Virgin Islands",Letter,5/9/2022,,Completed,Orlando,FL,32835-3515,United States
292,77678,Baxter Healthcare Corporation,['SODIUM CHLORIDE'],"0.9% Sodium Chloride Injection USP, 250 mL VIAFLEX Container bag, Rx only, Baxter Healthcare Corporation, Deerfield, IL  60015; Distributed in Canada by Baxter Corporation, Toronto, Ontario, Canada, Product Code: 2B1322, NDC 0338-0049-02.",INTRAVENOUS,Lack of Assurance of Sterility,Class II,"131,904 bags",Voluntary: Firm initiated,Nationwide in USA,Letter,7/6/2017,4/29/2020,Terminated,Deerfield,IL,60015-4625,United States
293,76664,"Alvogen, Inc",['na'],"Nifedipine Extended-Release Tablets, 90 mg, 100-count bottles, Rx Only, Manufactured for Alvogen Inc. Pine Brook, NJ 07058 USA, NDC 47781-370-01.",na,Cross Contamination with another product,Class III,,Voluntary: Firm initiated,Nationwide,Letter,3/7/2017,12/15/2017,Terminated,Pine Brook,NJ,07058-9743,United States
294,65479,"Main Street Family Pharmacy, LLC",['na'],"Medroxyprogesterone (PF) 150mg/10ml, Main Street Compounding Pharmacy, 126 East Main Street, Newbern, TN 38059, 888-658-6200",na,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,Class II,43 units,Voluntary: Firm initiated,"nationwide, specifically:  AK, AL, AZ, CA, CO, CT, DC, FL, GA, HI, IL, IN, KS, KY, LA, MA, MD, MN, MO, MS, NC,   NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI, and WV",Telephone,5/28/2013,4/22/2014,Terminated,Newbern,TN,38059,United States
295,65642,Church & Dwight Inc,['na'],"Sodium Bicarbonate Powder, CAS-144-55-8, Arm & Hammer, Sodium Bicarbonate U.S.P. No. 4 Granular, Net Wt. 50 lbs. (22.68 kg.) per bag, Manufactured by: Church & Dwight Co., Inc., 469 N. Harrison St., Princeton, N.J. 08543-5297, Product #60411.",na,Presence of Foreign Substance,Class II,749 tons total,Voluntary: Firm initiated,Nationwide,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",6/11/2013,6/30/2015,Terminated,Princeton,NJ,08540-3510,United States
296,90398,Plastikon Healthcare LLC,['na'],"Diphenhydramine HCl Oral Solution 12.5 mg / 5 mL, 5 mL cup, packaged in 10 cups per tray, 10 trays per carton, For Institutional Use Only, Major Pharmaceuticals, 17177 N Laurel Park Dr. Suite 233, Livonia, MI 48152, NDC 0904-6740-70",na,CGMP Deviations,Class II,"217,700 cups",Voluntary: Firm initiated,Distributed Nationwide in the USA,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",6/7/2022,,Ongoing,Lawrence,KS,66046-5440,United States
297,72912,Teva North America,['CAPECITABINE'],"Capecitabine tablets USP 500 mg, Cytotoxic Agent, Rx Only, 120 tablets per bottle, Manufactured in Czech Republic by: Teva Czech Industries sro, Czech Republic, Manufactured for: Teva Pharmaceuticals USA, Sellersville, PA 18960, NDC 0093-7474-89",ORAL,Failed Dissolution Specifications,Class II,"1,895 bottles",Voluntary: Firm initiated,Nationwide,Letter,12/21/2015,1/13/2017,Terminated,Horsham,PA,19044-1220,United States
298,69152,"Martin Avenue Pharmacy, Inc.",['na'],"Quad mix, 9 mg/1 mg/10 mcg/0.1 mg/mL (papaverine, phentolamine mesylate, alprostadil, atropine) injectable packaged in a clear glass injectable vial with silver crimp top and sold under the Martin Avenue Pharmacy brand.",na,Lack of Assurance of Sterility,Class II,25 mL,Voluntary: Firm initiated,Nationwide,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",8/27/2014,5/31/2018,Terminated,Naperville,IL,60540-1008,United States
299,85404,The Medicine Shoppe Pharmacy,['na'],"Bi-Est (1:1)/Progesterone/Testosterone 2.5/150/1.5 mg/mL Versabase CR 90 mL bottle, Rx, The Medicine Shoppe Pharmacy, Port Charlotte, FL",na,Lack of Processing Controls,Class II,1 bottle,Voluntary: Firm initiated,Florida,Letter,4/6/2020,12/13/2022,Terminated,Port Charlotte,FL,33952-8100,United States
300,77060,"Fagron, Inc",['na'],"Estrone, For Prescription Compounding, packaged in a) 1 G bottle (NDC: 51552-0445-1), b)  5 G bottle (NDC 51552-0445-2), c) 25 G bottle (NDC: 51552-0445-4), d)  100 G bottle (NDC: 51552-0445-5), RX only, Distributed by Fagron, Inc. 2400 Pilot Knob Rd, St. Paul, MN 55120 Tel. 1-(800) 423-6967      Also packaged as: Estrone USP, For Prescription Compounding, packaged in a) 1 G bottle (NDC 52372-9494-01), b) 5 G bottle (NDC 52372-9494-05), c) 25 G bottle (NDC 52372-9494-03), d) 100 G bottle ( NDC 52372-9494-02), Rx only, Distributed by FREEDOM 801 W. New Orleans St. Broken Arrow, OK 74011 Tel. (877) 839-8547",na,CGMP Deviations,Class II,1313 grams,Voluntary: Firm initiated,Nationwide in US and PR and Australia,Letter,4/6/2017,7/1/2019,Terminated,Saint Paul,MN,55120-1118,United States
301,88384,Perrigo Company PLC,['na'],"GoodSense Aller.Ease, Fexofenadine hydrochloride 12 HR, 60 mg tablets, 24 count bottle, UPC 3 0113 0425 62 7;  Made in the Czech Republic, Distributed by: Perrigo Allergan MI 49010.",na,Failed Impurities/Degradation Specifications; Out of specification result obtained for impurity A during stability testing.,Class II,"36,048 containers",Voluntary: Firm initiated,Nationwide in the USA,Letter,7/27/2021,11/8/2022,Terminated,Allegan,MI,49010-9070,United States
302,86990,SCA Pharmaceuticals,['na'],"ePHEDrine Sulfate 50 mg/10mL in 0.9% Sodium Chloride Injection, 10 mL Single Dose Syringe, Rx Only, SCA Pharmaceuticals, 755 Rainbow Rd., Windsor, CT, 06095 barcode 70004060412",na,"Lack of Assurance of Sterility; potential for a defective syringe cap, resulting in a non-integral unit",Class II,"7,257 syringes",Voluntary: Firm initiated,Product was distributed to hospitals nationwide.,Letter,12/17/2020,11/2/2021,Terminated,Windsor,CT,06095-1024,United States
303,81218,Sprayology,['na'],"DigestivEase, Homeopathic Oral Spray, 1.38 fl. oz (41ml), Manufactured for Sprayology Gaithersburg. MD 20879.NDC 61096-0005-1",na,CGMP Deviations,Class II,"1,465 bottles",Voluntary: Firm initiated,Distributed Nationwide in the USA,Press Release,10/9/2018,4/18/2019,Terminated,Gaithersburg,MD,20879-1512,United States
304,70452,Attix Pharmaceuticals,['na'],"2-Deoxy-D-Glucose active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, On",na,Penicillin Cross Contamination,Class II,3100 grams,Voluntary: Firm initiated,Nationwide to compounding pharmacies and research organizations.,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",11/14/2014,10/7/2015,Terminated,Toronto,,,Canada
305,67228,Schindele Enterprises dba Midwest Wholesale,['na'],"SEXY MONKEY, 2000 mg, 1 count blister, Distributed by A Herbal Bio, Inc., Bayside, NY.",na,Marketed Without An Approved NDA/ANDA,Class I,2 blister packs,Voluntary: Firm Initiated,"Distributed to PA, IL, TX, IA, GA, CT, FL, CA, LA, NY, MD, NV, and WI",Press Release,1/9/2014,2/3/2015,Terminated,Nixa,MO,65714-7432,United States
306,78991,Flawless Beauty LLC,['na'],TP Drug Laboratories Vitamin C ampules,na,Marketed Without An Approved NDA/ANDA,Class II,,Voluntary: Firm initiated,Product was distributed U.S.A. nationwide.,Press Release,1/19/2018,9/13/2018,Terminated,Asbury Park,NJ,07712-5940,United States
307,75450,"Noven Pharmaceuticals, Inc.",['METHYLPHENIDATE'],"Daytrana (methylphenidate transdermal system) Transdermal Patch, 20 mg over 9 hours (2.2 mg/hr), packaged in 30-count patches per box, Rx only, Manufactured by Noven Therapeutics, LLC, Miami, FL 33186; By Noven Pharmaceuticals, Inc., Miami, FL 33186, NDC 68968-5554-3.",TRANSDERMAL,Defective Delivery System,Class II,"364,830 patches",Voluntary: Firm initiated,Nationwide within the US,Letter,8/22/2016,3/20/2019,Terminated,Miami,FL,33186-6109,United States
308,85555,West-Ward Columbus Inc,['DOXYCYCLINE HYCLATE'],"Doxycycline Hyclate Tablets USP, 100 mg, packaged in a) 50-count bottle (NDC 0143-2112-50), b) 500-count bottle (NDC 0143-2112-05), Rx only, Mfd. by: West-Ward Pharmaceuticals Corp., Eatontown, NJ 07724.",ORAL,Failed Dissoulution Specifications,Class II,"68,376 bottles",Voluntary: Firm initiated,USA Nationwide,Letter,5/13/2020,3/25/2023,Terminated,Columbus,OH,43228-9579,United States
309,69729,"REFA Enterprises, LLC",['na'],"Forever Beautiful BEE POLLEN, capsules, 250mg in 60-count bottles, 900 Commonwealth Place, Ste 104, Virginia Beach, VA",na,Marketed Without An Approved NDA/ANDA,Class I,92 bottles,Voluntary: Firm initiated,Nationwide,E-Mail,11/3/2014,11/4/2015,Terminated,Virginia Beach,VA,23464-4517,United States
310,65125,"THE COMPOUNDING SHOP, INC.",['na'],"Morphine Sulfate 25 mg/mL Injectable, 40 mL vial, compounded by The Compounding Shop, St. Petersburg, FL",na,Lack of Assurance of Sterility,Class II,1 vial of 40mL,Voluntary: Firm initiated,"Florida, California, Minnesota, and Maine","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",5/2/2013,,Completed,St Petersburg,FL,33709-4034,United States
311,93178,"Denver Solutions, LLC DBA Leiters Health",['na'],"VANCOmycin HCI PF, 1.25 g added to 0.9% Sodium Chloride 250 mL IV Bag, Rx only, Leiters Compounding Health, 13796 Compark Blvd, Englewood, CO 80112, NDC 71449-028-68.",na,Labeling,Class III,"33,480 IV Bags",Voluntary: Firm initiated,USA Nationwide,Letter,10/4/2023,,Ongoing,Englewood,CO,80112-7145,United States
312,75763,Tri-Coast Pharmacy,['na'],"Testosterone Propionate 100 mg/mL, (5 ML).  Compounded by Tri-Coast Pharmacy",na,Lack of Assurance of Sterility,Class II,347 vials,Voluntary: Firm initiated,Nationwide,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",11/17/2016,,Ongoing,Juno Beach,FL,33408-1425,United States
313,83018,"NingBo Huize Commodity Co.,Ltd.",['na'],"ICEE CHERRY SCENTED ANTIBACTERIAL HAND GEL (Ethyl Alcohol 62%), 1.35 fl oz / 40 mL, OTC, Distributed by: JFL Enterprises, Inc. Cleveland, Ohio 44102.",na,CGMP deviations,Class III,"13,068",Voluntary: Firm initiated,Foreign manufacturer located in China and distributed to seven consignees located in China.,Telephone,4/1/2019,6/6/2023,Terminated,Yuyao,,,China
314,72737,Glades Drugs Inc.,['na'],"Vitamin Supplement (Vial) D3, (cholecalciferol (vit D3)/lipoic acid/ubiquinol/ methylcobalamin/pyridoxine/methionine/inositol/choline bitartrate USP) capsules, 60, 120 or 180 count vials, Glades Drugs, 109 S. Lake Ave., Pahokee, FL 33476.",na,Superpotent Drug,Class I,7800 capsules,Voluntary: Firm initiated,New York and Georgia,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",11/6/2015,,Ongoing,Pahokee,FL,33476-1803,United States
315,92341,Astral SteriTech Private Ltd.,['na'],"Piperacillin and Tazobactam for Injection, USP 4.5 grams per vial, Rx only, Mfd for Meitheal Pharmaceuticals Chicago, IL 60631, NDC 71288-004-51",na,Lack of Assurance of Sterility,Class II,"249,080 vials",Voluntary: Firm initiated,Nationwide within the United States,Letter,5/15/2023,,Ongoing,Vadodara,,,India
316,76951,"Isomeric Pharmacy Solution, LLC",['na'],"Cyanocobalamin 1 mg/mL/ Methionine 25 mg/mL/ Inositol 50 mg/mL/ Choline 50 mg/mL, 30 mL Multi-Dose Vial For Injection, Rx Only, Isomeric Pharmacy Solutions, 2401 Foothill Drive, SLC, UT 84109, Part # 1101, barcode 3 70285 11013 9.",na,Lack of Assurance of Sterility,Class II,851 vials,Voluntary: Firm initiated,Nationwide in the USA and Puerto Rico,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",4/6/2017,8/30/2017,Terminated,Salt Lake City,UT,84109-1479,United States
317,75289,Wells Pharmacy Network LLC,['na'],"QUAD1(PAP/PHEN/ALPROS/ATRO) 0.9 mg/0.2 mg/20 mcg/0.01 mg/mL Injectable, a) 2 mL and b) 5 mL vials,  Compounded by Wells Pharmacy, Ocala, FL",na,Lack of Assurance of Sterility,Class II,"a) 1,165 vials b) 2,217 vials",Voluntary: Firm initiated,Nationwide,Press Release,9/21/2016,7/2/2021,Terminated,Ocala,FL,34474-2853,United States
